item,itemLabel,startDate,endDate,sourceDate,psid
Q539860,Apostolos Kaklamanis,1993-10-22,2004-02-11,,Q539860-AC41EEEC-8C53-4B3D-BF52-3F209D7BE677
Q3577025,Anna Benaki-Psarouda,2004-03-19,2007-09-27,,Q3577025-B30F9B18-C651-48CB-ACA4-53FCA244B875
Q451135,Dimitris Sioufas,2007-09-27,2009-09-07,,Q451135-3B29888A-3001-4772-92BA-0C623CA131AE
Q704242,Philippos Petsalnikos,2009-10-15,2012-04-11,2022-06-17,Q704242-4DB12413-5B0A-4A65-9E1C-C573E6243DED
Q7943966,Vyron Polydoras,2012-05-18,2012-05-19,2022-06-17,Q7943966-4F44EC51-9E9F-4DA0-866C-E550B83A89E5
Q1895909,Vangelis Meimarakis,2012-06-29,2015-02-06,,Q1895909-9E993747-2368-4376-8D44-CF1924E68D22
Q12877513,Zoi Konstantopoulou,2015-02-06,2015-10-04,,Q12877513-6f9918c5-4005-1b46-e163-9b470f61e383
Q18913643,Nikos Voutsis,2015-10-04,2019-07-18,,Q18913643-9B711974-8288-489D-8125-7F6A70FDBDCC
Q20995518,Konstantinos Tasoulas,2019-07-18,,2022-06-17,Q20995518-38F867C0-ABE0-499C-BB0C-9435948B8F8D
