id,name,relationship,relative,relativename
Q1091143,Anastasios Papaligouras,child,Q23645746,Léna Papaligoúra
Q1091143,Anastasios Papaligouras,father,Q12236394,Panagis Papaligoúras
Q1091143,Anastasios Papaligouras,spouse,Q26720202,Zaira Papaligouras
Q1226051,Dimitris Reppas,relative,Q1392087,Panagiotis Poulitsas
Q12877311,Evangelos Yannopoulos,spouse,Q26933726,Ντιντή Γιαννοπούλου
Q12877513,Zoi Konstantopoulou,father,Q3347276,Nikos Konstantopoulos
Q12879717,Konstantinos Tsoukalas,father,Q12872072,Ange Tsoukalas
Q12879717,Konstantinos Tsoukalas,spouse,Q19851070,Alexandra Konstantinidi
Q12881047,Miltiades Varvitsiotis,father,Q1428443,Ioannis Varvitsiotis
Q12881764,Nikos Alivizatos,father,Q12879618,Konstantinos Alivizatos
Q12881764,Nikos Alivizatos,mother,Q16766183,Lili Theotoka
Q12881764,Nikos Alivizatos,spouse,Q16766245,Γιάννα Διάκου-Αλιβιζάτου
Q12884685,Stathis Panagoulis,sibling,Q469985,Alexandros Panagoulis
Q12885954,Fofi Gennimata,father,Q3561313,Georgios Gennimatas
Q12885954,Fofi Gennimata,mother,Q109321688,Kakia Vergou
Q12885954,Fofi Gennimata,spouse,Q109342991,Andreas Tsounis
Q14928588,Kostas Bakoyannis,father,Q2040292,Pavlos Bakoyannis
Q14928588,Kostas Bakoyannis,mother,Q464862,Ntora Bakoyannis
Q14928588,Kostas Bakoyannis,sibling,Q100136474,Alexia Bakoyannis
Q14928588,Kostas Bakoyannis,spouse,Q38362332,Sia Kosioni
Q151917,Giorgos Papandreou,father,Q219256,Andreas Papandreou
Q151917,Giorgos Papandreou,mother,Q12880750,Margaret Chant-Papandreou
Q151917,Giorgos Papandreou,sibling,Q12873619,Andreas Papandreou
Q151917,Giorgos Papandreou,sibling,Q13360480,Níkos Papandréou
Q151917,Giorgos Papandreou,sibling,Q16946630,Sofia Papandreou
Q151917,Giorgos Papandreou,sibling,Q16946731,Emilia Nyblom
Q155390,Costas Simitis,father,Q12875161,Georgios Simitis
